"","parl_id","syls","parly","gender","name","wikidataid","constituency","region","msp_type","office_held"
"246",1862,190568,"2nd","F","Rhona Brankin","Q544064","Midlothian","Lothians","Constituency","The Deputy Minister for Environment and Rural Development"
"247",1862,190568,"2nd","F","Rhona Brankin","Q544064","Midlothian","Lothians","Constituency","The Minister for Communities"
"248",1863,118129,"2nd","F","Roseanna Cunningham","Q333953","Perth","Mid Scotland and Fife","Constituency",NA
"249",1865,135049,"2nd","F","Sandra White","Q466861",NA,"Glasgow","Region",NA
"250",1866,162465,"2nd","F","Sarah Boyack","Q544089","Edinburgh Central","Lothians","Constituency",NA
"251",1866,162465,"2nd","F","Sarah Boyack","Q544089","Edinburgh Central","Lothians","Constituency","The Deputy Minister for Environment and Rural Development"
"252",1869,116555,"2nd","F","Shiona Baird","Q1167157",NA,"North East Scotland","Region",NA
"253",1870,124075,"2nd","F","Shona Robison","Q444675","Dundee East","North East Scotland","Constituency",NA
"254",1871,103728,"2nd","F","Susan Deacon","Q544755","Edinburgh East and Musselburgh","Lothians","Constituency",NA
"255",1873,86298,"2nd","F","Sylvia Jackson","Q2374216","Stirling","Mid Scotland and Fife","Constituency",NA
"256",1876,101139,"2nd","F","Tricia Marwick","Q540435",NA,"Mid Scotland and Fife","Region",NA
"257",1877,60494,"2nd","F","Wendy Alexander","Q511689","Paisley North","West of Scotland","Constituency",NA
"258",1882,85937,"2nd","M","Adam Ingram","Q349826",NA,"South of Scotland","Region",NA
"259",1888,164920,"2nd","M","Alasdair Morgan","Q662910",NA,"South of Scotland","Region",NA
"260",1889,75817,"2nd","M","Alasdair Morrison","Q1669774","Western Isles","Highlands and Islands","Constituency",NA
"261",1892,99639,"2nd","M","Alex Fergusson","Q559046","Galloway and Upper Nithsdale","South of Scotland","Constituency",NA
"262",1893,142249,"2nd","M","Alex Johnstone","Q2641395",NA,"North East Scotland","Region",NA
"263",1894,147633,"2nd","M","Alex Neil","Q1515752",NA,"Central Scotland","Region",NA
"264",1901,300672,"2nd","M","Allan Wilson","Q2648077","Cunninghame North","West of Scotland","Constituency","The Deputy Minister for Environment and Rural Development"
"265",1901,300672,"2nd","M","Allan Wilson","Q2648077","Cunninghame North","West of Scotland","Constituency","The Deputy Minister for Enterprise and Lifelong Learning"
"266",1906,44781,"2nd","M","Andrew Welsh","Q334000","Angus","North East Scotland","Constituency",NA
"267",1908,281870,"2nd","M","Andy Kerr","Q526409","East Kilbride","Central Scotland","Constituency","The Minister for Finance and Public Services"
"268",1908,281870,"2nd","M","Andy Kerr","Q526409","East Kilbride","Central Scotland","Constituency","The Minister for Health and Community Care"
"269",1926,153471,"2nd","M","Brian Adam","Q570298","Aberdeen North","North East Scotland","Constituency",NA
"270",1930,129743,"2nd","M","Brian Monteith","Q912776",NA,"Mid Scotland and Fife","Region",NA
"271",1931,113499,"2nd","M","Bristow Muldoon","Q917995","Livingston","Lothians","Constituency",NA
"272",1932,93870,"2nd","M","Bruce Crawford","Q559391",NA,"Mid Scotland and Fife","Region",NA
"273",1944,90241,"2nd","M","Chris Ballance","Q1076969",NA,"South of Scotland","Region",NA
"274",1956,252099,"2nd","M","David Davidson","Q1174169",NA,"North East Scotland","Region",NA
"275",1961,157687,"2nd","M","David McLetchie","Q1175613","Edinburgh Pentlands","Lothians","Constituency",NA
"276",1962,53729,"2nd","M","David Mundell","Q333520",NA,"South of Scotland","Region",NA
"277",1963,48020,"2nd","M","Dave Petrie","Q1176111",NA,"Highlands and Islands","Region",NA
"278",1968,68070,"2nd","M","Dennis Canavan","Q1189028","Falkirk West","Central Scotland","Constituency",NA
"279",1970,172031,"2nd","M","Des McNulty","Q1200458","Clydebank and Milngavie","West of Scotland","Constituency",NA
"280",1970,172031,"2nd","M","Des McNulty","Q1200458","Clydebank and Milngavie","West of Scotland","Constituency","The Deputy Minister for Communities"
"281",1973,258153,"2nd","M","Donald Gorrie","Q334137",NA,"Central Scotland","Region",NA
"282",1986,69964,"2nd","M","Duncan McNeil","Q1265439","Greenock and Inverclyde","West of Scotland","Constituency",NA
"283",1988,148018,"2nd","M","Ted Brocklebank","Q2399744",NA,"Mid Scotland and Fife","Region",NA
"284",1990,196507,"2nd","M","Euan Robson","Q1372069","Roxburgh and Berwickshire","South of Scotland","Constituency","The Deputy Minister for Education and Young People"
"285",1990,196507,"2nd","M","Euan Robson","Q1372069","Roxburgh and Berwickshire","South of Scotland","Constituency",NA
"286",1994,198629,"2nd","M","Fergus Ewing","Q559022","Inverness East, Nairn and Lochaber","Highlands and Islands","Constituency",NA
"287",1996,138498,"2nd","M","Frank McAveety","Q1443752","Glasgow Shettleston","Glasgow","Constituency","The Minister for Tourism, Culture and Sport"
"288",1996,138498,"2nd","M","Frank McAveety","Q1443752","Glasgow Shettleston","Glasgow","Constituency",NA
"289",2003,169151,"2nd","M","George Lyon","Q956623","Argyll and Bute","Highlands and Islands","Constituency",NA
"290",2003,169151,"2nd","M","George Lyon","Q956623","Argyll and Bute","Highlands and Islands","Constituency","The Deputy Minister for Finance, Public Service Reform and Parliamentary Business"
"291",2005,196256,"2nd","M","George Reid","Q334480","Ochil","Mid Scotland and Fife","Constituency","The Presiding Officer"
"292",2013,31542,"2nd","M","Gordon Jackson","Q1439561","Glasgow Govan","Glasgow","Constituency",NA
"293",2029,291253,"2nd","M","Hugh Henry","Q5931093","Paisley South","West of Scotland","Constituency","The Deputy Minister for Justice"
"294",2029,291253,"2nd","M","Hugh Henry","Q5931093","Paisley South","West of Scotland","Constituency","The Minister for Education and Young People"
"295",2038,167217,"2nd","M","Iain Smith","Q1655380","North East Fife","Mid Scotland and Fife","Constituency",NA
"296",2052,687105,"2nd","M","Jack McConnell","Q132040","Motherwell and Wishaw","Central Scotland","Constituency",NA
"297",2052,687105,"2nd","M","Jack McConnell","Q132040","Motherwell and Wishaw","Central Scotland","Constituency","The First Minister"
"298",2056,151438,"2nd","M","James Douglas-Hamilton","Q333795",NA,"Lothians","Region",NA
"299",2066,156059,"2nd","M","Jamie McGrigor","Q1680794",NA,"Highlands and Islands","Region",NA
"300",2068,157725,"2nd","M","Jamie Stone","Q1681420","Caithness, Sutherland and Easter Ross","Highlands and Islands","Constituency",NA
"301",2074,163876,"2nd","M","Jim Mather","Q1689144",NA,"Highlands and Islands","Region",NA
"302",2077,169441,"2nd","M","Jim Wallace","Q333807","Orkney","Highlands and Islands","Constituency",NA
"303",2077,169441,"2nd","M","Jim Wallace","Q333807","Orkney","Highlands and Islands","Constituency","The Deputy First Minister and Minister for Justice"
"304",2077,169441,"2nd","M","Jim Wallace","Q333807","Orkney","Highlands and Islands","Constituency","The Minister for Enterprise and Lifelong Learning"
"305",2080,295759,"2nd","F","Johann Lamont","Q544698","Glasgow Pollok","Glasgow","Constituency",NA
"306",2080,295759,"2nd","F","Johann Lamont","Q544698","Glasgow Pollok","Glasgow","Constituency","The Deputy Minister for Communities"
"307",2080,295759,"2nd","F","Johann Lamont","Q544698","Glasgow Pollok","Glasgow","Constituency","The Deputy Minister for Justice"
"308",2085,67122,"2nd","M","John Farquhar Munro","Q1225080","Ross, Skye and Inverness West","Highlands and Islands","Constituency",NA
"309",2098,223265,"2nd","M","John Swinney","Q333811","North Tayside","Mid Scotland and Fife","Constituency",NA
"310",2100,88574,"2nd","M","John Home Robertson","Q1700483","East Lothian","South of Scotland","Constituency",NA
"311",2106,38299,"2nd","M","Keith Raffan","Q1738083",NA,"Mid Scotland and Fife","Region",NA
"312",2108,101860,"2nd","M","Ken Macintosh","Q1738887","Eastwood","West of Scotland","Constituency",NA
"313",2108,101860,"2nd","M","Ken Macintosh","Q1738887","Eastwood","West of Scotland","Constituency","The Ministerial Parliamentary Aide to the First Minister"
"314",2112,242544,"2nd","M","Kenny MacAskill","Q983174",NA,"Lothians","Region",NA
"315",2117,250806,"2nd","M","Lewis Macdonald","Q1822125","Aberdeen Central","North East Scotland","Constituency","The Deputy Minister for Enterprise and Lifelong Learning"
"316",2117,250806,"2nd","M","Lewis Macdonald","Q1822125","Aberdeen Central","North East Scotland","Constituency","The Deputy Minister for Environment and Rural Development"
"317",2117,250806,"2nd","M","Lewis Macdonald","Q1822125","Aberdeen Central","North East Scotland","Constituency","The Deputy Minister for Health and Community Care"
"318",2123,317399,"2nd","M","Malcolm Chisholm","Q1886983","Edinburgh North and Leith","Lothians","Constituency","The Minister for Health and Community Care"
"319",2123,317399,"2nd","M","Malcolm Chisholm","Q1886983","Edinburgh North and Leith","Lothians","Constituency","The Minister for Communities"
"320",2123,317399,"2nd","M","Malcolm Chisholm","Q1886983","Edinburgh North and Leith","Lothians","Constituency",NA
"321",2126,164648,"2nd","M","Mark Ballard","Q1499393",NA,"Lothians","Region",NA
"322",2127,137205,"2nd","M","Mark Ruskell","Q1900397",NA,"Mid Scotland and Fife","Region",NA
"323",2133,73413,"2nd","M","Michael Matheson","Q121780",NA,"Central Scotland","Region",NA
"324",2134,55337,"2nd","M","Michael McMahon","Q2439870","Hamilton North and Bellshill","Central Scotland","Constituency",NA
"325",2140,160673,"2nd","M","Mike Rumbles","Q1436381","West Aberdeenshire and Kincardine","North East Scotland","Constituency",NA
"326",2142,36152,"2nd","M","Mike Watson","Q1929744","Glasgow Cathcart","Glasgow","Constituency",NA
"327",2148,133306,"2nd","M","Murray Tosh","Q1953855",NA,"West of Scotland","Region","The Deputy Presiding Officer"
"328",2154,199348,"2nd","M","Nicol Stephen","Q333630","Aberdeen South","North East Scotland","Constituency","The Minister for Transport and Telecommunications"
"329",2154,199348,"2nd","M","Nicol Stephen","Q333630","Aberdeen South","North East Scotland","Constituency","The Minister for Enterprise and Lifelong Learning"
"330",2159,55722,"2nd","M","Paul Martin","Q2061163","Glasgow Springburn","Glasgow","Constituency","The Ministerial Parliamentary Aide to the Lord Advocate"
"331",2167,200052,"2nd","M","Peter Peacock","Q2077496",NA,"Highlands and Islands","Region","The Minister for Education and Young People"
"332",2167,200052,"2nd","M","Peter Peacock","Q2077496",NA,"Highlands and Islands","Region",NA
"333",2172,139173,"2nd","M","Phil Gallie","Q333800",NA,"South of Scotland","Region",NA
"334",2180,204099,"2nd","M","Richard Lochhead","Q1490268",NA,"North East Scotland","Region",NA
"335",2180,204099,"2nd","M","Richard Lochhead","Q1490268","Moray","Highlands and Islands","Constituency",NA
"336",2185,313740,"2nd","M","Robert Brown","Q2156625",NA,"Glasgow","Region",NA
"337",2185,313740,"2nd","M","Robert Brown","Q2156625",NA,"Glasgow","Region","The Deputy Minister for Education and Young People"
"338",2188,140608,"2nd","M","Robin Harper","Q202002",NA,"Lothians","Region",NA
"339",2201,55960,"2nd","F","Rosie Kane","Q540340",NA,"Glasgow","Region",NA
"340",2202,216260,"2nd","M","Ross Finnie","Q2167587",NA,"West of Scotland","Region","The Minister for Environment and Rural Development"
"341",2207,108415,"2nd","M","Scott Barrie","Q912525","Dunfermline West","Mid Scotland and Fife","Constituency",NA
"342",2215,282282,"2nd","M","Stewart Stevenson","Q559613","Banff and Buchan","North East Scotland","Constituency",NA
"343",2223,283992,"2nd","M","Tavish Scott","Q1339371","Shetland","Highlands and Islands","Constituency","The Deputy Minister for Finance and Public Services"
"344",2223,283992,"2nd","M","Tavish Scott","Q1339371","Shetland","Highlands and Islands","Constituency","The Minister for Transport and Telecommunications"
"345",2223,283992,"2nd","M","Tavish Scott","Q1339371","Shetland","Highlands and Islands","Constituency","The Minister for Transport"
"346",2225,152567,"2nd","M","Tommy Sheridan","Q542330",NA,"Glasgow","Region",NA
"347",2228,247785,"2nd","M","Tom McCabe","Q7816757","Hamilton South","Central Scotland","Constituency","The Deputy Minister for Health and Community Care"
"348",2228,247785,"2nd","M","Tom McCabe","Q7816757","Hamilton South","Central Scotland","Constituency","The Minister for Finance and Public Service Reform"
"349",2234,180358,"2nd","M","Bill Aitken","Q861907",NA,"Glasgow","Region",NA
"350",2247,78429,"2nd","M","Andrew Arbuckle","Q503626",NA,"Mid Scotland and Fife","Region",NA
"351",2252,105856,"2nd","M","Mike Pringle","Q1933434","Edinburgh South","Lothians","Constituency",NA
"352",2345,83079,"2nd","M","John Scott","Q1701702","Ayr","South of Scotland","Constituency",NA
"353",2364,88600,"2nd","M","Bill Butler","Q861989","Glasgow Anniesland","Glasgow","Constituency",NA
"354",2390,68995,"2nd","F","Jean Turner","Q1685867","Strathkelvin and Bearsden","West of Scotland","Constituency",NA
"355",2394,251337,"2nd","M","Murdo Fraser","Q1953630",NA,"Mid Scotland and Fife","Region",NA
"356",2596,65694,"2nd","M","Derek Brownlee","Q1200005",NA,"South of Scotland","Region",NA
"357",2603,98296,"2nd","M","Richard Baker","Q2149018",NA,"North East Scotland","Region",NA
"358",2665,123395,"2nd","F","Rosemary Byrne","Q1439779",NA,"South of Scotland","Region",NA
"359",2675,164298,"2nd","M","Rob Gibson","Q563410",NA,"Highlands and Islands","Region",NA
"360",2686,97443,"2nd","M","John Swinburne","Q588571",NA,"Central Scotland","Region",NA
"361",2767,110104,"2nd","F","Frances Curran","Q540408",NA,"West of Scotland","Region",NA
"362",2866,204688,"2nd","M","Jeremy Purvis","Q1687620","Tweeddale, Ettrick and Lauderdale","South of Scotland","Constituency",NA
"363",2876,137941,"2nd","M","Stewart Maxwell","Q1710696",NA,"West of Scotland","Region",NA
"364",2877,140561,"2nd","F","Christine May","Q1083700","Central Fife","Mid Scotland and Fife","Constituency",NA
"365",2892,200329,"2nd","M","Patrick Harvie","Q2057654",NA,"Glasgow","Region",NA
"366",2902,159082,"2nd","F","Carolyn Leckie","Q540424",NA,"Central Scotland","Region",NA
"367",2947,35782,"2nd","M","Bruce McFee","Q991741",NA,"West of Scotland","Region",NA
"368",3004,165260,"2nd","M","Colin Fox","Q1108455",NA,"Lothians","Region",NA
"369",3061,107444,"2nd","F","Margaret Mitchell","Q1894872",NA,"Central Scotland","Region",NA
"370",3103,23238,"2nd","M","Campbell Martin","Q1030471",NA,"West of Scotland","Region",NA
"371",3538,32405,"2nd","M","Charlie Gordon","Q1064575","Glasgow Cathcart","Glasgow","Constituency",NA
"372",1735,91590,"3rd","F","Angela Constance","Q524077","Livingston","Lothians","Constituency",NA
"373",1735,91590,"3rd","F","Angela Constance","Q524077","Livingston","Lothians","Constituency","The Minister for Skills and Lifelong Learning"
"374",1741,96763,"3rd","F","Annabel Goldie","Q544742",NA,"West of Scotland","Region",NA
"375",1751,90475,"3rd","F","Cathie Craigie","Q544715","Cumbernauld and Kilsyth","Central Scotland","Constituency",NA
"376",1752,117812,"3rd","F","Cathy Jamieson","Q727460","Carrick, Cumnock and Doon Valley","South of Scotland","Constituency",NA
"377",1754,56613,"3rd","F","Cathy Peattie","Q1051152","Falkirk East","Central Scotland","Constituency",NA
"378",1756,171851,"3rd","F","Christine Grahame","Q467108",NA,"South of Scotland","Region",NA
"379",1768,173386,"3rd","F","Elaine Murray","Q1324826","Dumfries","South of Scotland","Constituency",NA
"380",1769,77755,"3rd","F","Elaine Smith","Q305347","Coatbridge and Chryston","Central Scotland","Constituency",NA
"381",1773,356476,"3rd","F","Fiona Hyslop","Q1418512",NA,"Lothians","Region","The Cabinet Secretary for Education and Lifelong Learning"
"382",1773,356476,"3rd","F","Fiona Hyslop","Q1418512",NA,"Lothians","Region","The Minister for Culture and External Affairs"
"383",1778,147479,"3rd","F","Helen Eadie","Q1396732","Dunfermline East","Mid Scotland and Fife","Constituency",NA
"384",1782,42081,"3rd","F","Irene Oldfather","Q1672558","Cunninghame South","South of Scotland","Constituency",NA
"385",1783,147905,"3rd","F","Jackie Baillie","Q544729","Dumbarton","West of Scotland","Constituency",NA
"386",1803,105076,"3rd","F","Karen Gillon","Q1729243","Clydesdale","South of Scotland","Constituency",NA
"387",1805,131500,"3rd","F","Karen Whitefield","Q1344022","Airdrie and Shotts","Central Scotland","Constituency",NA
"388",1814,208059,"3rd","F","Linda Fabiani","Q467097",NA,"Central Scotland","Region","The Minister for Europe, External Affairs and Culture"
"389",1814,208059,"3rd","F","Linda Fabiani","Q467097",NA,"Central Scotland","Region",NA
"390",1814,208059,"3rd","F","Linda Fabiani","Q467097",NA,"Central Scotland","Region","n/a"
"391",1820,102725,"3rd","F","Margaret Curran","Q291748","Glasgow Baillieston","Glasgow","Constituency",NA
"392",1826,217360,"3rd","F","Margaret Smith","Q1894898","Edinburgh West","Lothians","Constituency",NA
"393",1828,115567,"3rd","F","Margo MacDonald","Q334376",NA,"Lothians","Region",NA
"394",1831,57492,"3rd","F","Marlyn Glen","Q1285630",NA,"North East Scotland","Region",NA
"395",1832,46746,"3rd","F","Marilyn Livingstone","Q1281543","Kirkcaldy","Mid Scotland and Fife","Constituency",NA
"396",1837,142972,"3rd","F","Mary Mulligan","Q1267804","Linlithgow","Lothians","Constituency",NA
"397",1839,201053,"3rd","F","Mary Scanlon","Q1906394",NA,"Highlands and Islands","Region",NA
"398",1841,117080,"3rd","F","Maureen Watt","Q540381",NA,"North East Scotland","Region","The Minister for Schools and Skills"
"399",1841,117080,"3rd","F","Maureen Watt","Q540381",NA,"North East Scotland","Region",NA
"400",1845,175444,"3rd","F","Nanette Milne","Q6963426",NA,"North East Scotland","Region",NA
"401",1848,530084,"3rd","F","Nicola Sturgeon","Q467112","Glasgow Govan","Glasgow","Constituency","The Deputy First Minister and Cabinet Secretary for Health and Wellbeing"
"402",1853,82363,"3rd","F","Patricia Ferguson","Q2057182","Glasgow Maryhill","Glasgow","Constituency",NA
"403",1854,51127,"3rd","F","Trish Godman","Q2057190","West Renfrewshire","West of Scotland","Constituency","The Deputy Presiding Officer"
"404",1857,179296,"3rd","F","Pauline McNeill","Q2063795","Glasgow Kelvin","Glasgow","Constituency",NA
"405",1857,179296,"3rd","F","Pauline McNeill","Q2063795","Glasgow Kelvin","Glasgow","Constituency","The Party Spokesperson on Culture"
"406",1860,104076,"3rd","F","Rhoda Grant","Q769138",NA,"Highlands and Islands","Region",NA
"407",1862,86166,"3rd","F","Rhona Brankin","Q544064","Midlothian","Lothians","Constituency",NA
"408",1863,177364,"3rd","F","Roseanna Cunningham","Q333953","Perth","Mid Scotland and Fife","Constituency",NA
"409",1863,177364,"3rd","F","Roseanna Cunningham","Q333953","Perth","Mid Scotland and Fife","Constituency","The Minister for Environment"
"410",1863,177364,"3rd","F","Roseanna Cunningham","Q333953","Perth","Mid Scotland and Fife","Constituency","The Minister for the Environment and Climate Change"
"411",1865,114593,"3rd","F","Sandra White","Q466861",NA,"Glasgow","Region",NA
"412",1866,204652,"3rd","F","Sarah Boyack","Q544089","Edinburgh Central","Lothians","Constituency",NA
"413",1870,338266,"3rd","F","Shona Robison","Q444675","Dundee East","North East Scotland","Constituency","The Minister for Public Health"
"414",1870,338266,"3rd","F","Shona Robison","Q444675","Dundee East","North East Scotland","Constituency","The Minister for Public Health and Sport"
"415",1876,72346,"3rd","F","Tricia Marwick","Q540435","Central Fife","Mid Scotland and Fife","Constituency",NA
"416",1877,82155,"3rd","F","Wendy Alexander","Q511689","Paisley North","West of Scotland","Constituency",NA
"417",1882,143633,"3rd","M","Adam Ingram","Q349826",NA,"South of Scotland","Region","The Minister for Children and Early Years"
"418",1888,63376,"3rd","M","Alasdair Morgan","Q662910",NA,"South of Scotland","Region","The Deputy Presiding Officer"
"419",1892,556778,"3rd","M","Alex Fergusson","Q559046","Galloway and Upper Nithsdale","South of Scotland","Constituency","The Presiding Officer"
"420",1893,145233,"3rd","M","Alex Johnstone","Q2641395",NA,"North East Scotland","Region",NA
"421",1894,219450,"3rd","M","Alex Neil","Q1515752",NA,"Central Scotland","Region",NA
"422",1894,219450,"3rd","M","Alex Neil","Q1515752",NA,"Central Scotland","Region","The Minister for Housing and Communities"
"423",1895,702410,"3rd","M","Alex Salmond","Q10652","Gordon","North East Scotland","Constituency",NA
"424",1895,702410,"3rd","M","Alex Salmond","Q10652","Gordon","North East Scotland","Constituency","The First Minister"
"425",1906,42264,"3rd","M","Andrew Welsh","Q334000","Angus","North East Scotland","Constituency",NA
"426",1908,151069,"3rd","M","Andy Kerr","Q526409","East Kilbride","Central Scotland","Constituency",NA
"427",1908,151069,"3rd","M","Andy Kerr","Q526409","East Kilbride","Central Scotland","Constituency","The Party Spokesperson on Economy"
"428",1915,8117,"3rd","M","Bashir Ahmad","Q809971",NA,"Glasgow","Region",NA
"429",1921,80849,"3rd","M","Bill Wilson","Q862664",NA,"West of Scotland","Region",NA
"430",1926,49507,"3rd","M","Brian Adam","Q570298","Aberdeen North","North East Scotland","Constituency",NA
"431",1932,100327,"3rd","M","Bruce Crawford","Q559391","Stirling","Mid Scotland and Fife","Constituency","The Minister for Parliamentary Business"
"432",1961,169526,"3rd","M","David McLetchie","Q1175613","Edinburgh Pentlands","Lothians","Constituency",NA
"433",1970,213947,"3rd","M","Des McNulty","Q1200458","Clydebank and Milngavie","West of Scotland","Constituency",NA
"434",1970,213947,"3rd","M","Des McNulty","Q1200458","Clydebank and Milngavie","West of Scotland","Constituency","The Party Spokesperson on Lifelong Learning"
"435",1986,86348,"3rd","M","Duncan McNeil","Q1265439","Greenock and Inverclyde","West of Scotland","Constituency",NA
"436",1988,112464,"3rd","M","Ted Brocklebank","Q2399744",NA,"Mid Scotland and Fife","Region",NA
"437",1994,243538,"3rd","M","Fergus Ewing","Q559022","Inverness East, Nairn and Lochaber","Highlands and Islands","Constituency","The Minister for Community Safety"
"438",1996,75748,"3rd","M","Frank McAveety","Q1443752","Glasgow Shettleston","Glasgow","Constituency",NA
"439",2010,60548,"3rd","M","Gil Paterson","Q200615",NA,"West of Scotland","Region",NA
"440",2029,94151,"3rd","M","Hugh Henry","Q5931093","Paisley South","West of Scotland","Constituency",NA
"441",2030,14793,"3rd","M","Hugh O'Donnell","Q1634500",NA,"Central Scotland","Region",NA
"442",2033,139752,"3rd","M","Iain Gray","Q1421398","East Lothian","South of Scotland","Constituency",NA
"443",2038,145205,"3rd","M","Iain Smith","Q1655380","North East Fife","Mid Scotland and Fife","Constituency",NA
"444",2049,176941,"3rd","M","Ian McKee","Q252566",NA,"Lothians","Region",NA
"445",2052,29318,"3rd","M","Jack McConnell","Q132040","Motherwell and Wishaw","Central Scotland","Constituency",NA
"446",2059,142895,"3rd","M","James Kelly","Q1519985","Glasgow Rutherglen","Glasgow","Constituency",NA
"447",2066,151754,"3rd","M","Jamie McGrigor","Q1680794",NA,"Highlands and Islands","Region",NA
"448",2068,163096,"3rd","M","Jamie Stone","Q1681420","Caithness, Sutherland and Easter Ross","Highlands and Islands","Constituency",NA
"449",2074,294043,"3rd","M","Jim Mather","Q1689144","Argyll and Bute","Highlands and Islands","Constituency","The Minister for Enterprise, Energy and Tourism"
"450",2080,187134,"3rd","F","Johann Lamont","Q544698","Glasgow Pollok","Glasgow","Constituency",NA
"451",2085,37096,"3rd","M","John Farquhar Munro","Q1225080","Ross, Skye and Inverness West","Highlands and Islands","Constituency",NA
"452",2098,700247,"3rd","M","John Swinney","Q333811","North Tayside","Mid Scotland and Fife","Constituency","The Cabinet Secretary for Finance and Sustainable Growth"
"453",2103,179031,"3rd","M","Keith Brown","Q1738042","Ochil","Mid Scotland and Fife","Constituency",NA
"454",2103,179031,"3rd","M","Keith Brown","Q1738042","Ochil","Mid Scotland and Fife","Constituency","The Minister for Schools and Skills"
"455",2103,179031,"3rd","M","Keith Brown","Q1738042","Ochil","Mid Scotland and Fife","Constituency","The Minister for Skills and Lifelong Learning"
"456",2103,179031,"3rd","M","Keith Brown","Q1738042","Ochil","Mid Scotland and Fife","Constituency","The Minister for Transport and Infrastructure"
"457",2103,179031,"3rd","M","Keith Brown","Q1738042","Ochil","Mid Scotland and Fife","Constituency","The Minister for Transport and Infrastucture"
"458",2108,156199,"3rd","M","Ken Macintosh","Q1738887","Eastwood","West of Scotland","Constituency",NA
"459",2110,141417,"3rd","M","Kenneth Gibson","Q944741","Cunninghame North","West of Scotland","Constituency",NA
"460",2112,414012,"3rd","M","Kenny MacAskill","Q983174","Edinburgh East and Musselburgh","Lothians","Constituency","The Cabinet Secretary for Justice"
"461",2117,124071,"3rd","M","Lewis Macdonald","Q1822125","Aberdeen Central","North East Scotland","Constituency",NA
"462",2123,145316,"3rd","M","Malcolm Chisholm","Q1886983","Edinburgh North and Leith","Lothians","Constituency",NA
"463",2133,81117,"3rd","M","Michael Matheson","Q121780","Falkirk West","Central Scotland","Constituency",NA
"464",2134,81723,"3rd","M","Michael McMahon","Q2439870","Hamilton North and Bellshill","Central Scotland","Constituency",NA
"465",2135,358021,"3rd","M","Michael Russell","Q1929110",NA,"South of Scotland","Region","The Minister for Environment"
"466",2135,358021,"3rd","M","Michael Russell","Q1929110",NA,"South of Scotland","Region","The Minister for Culture, External Affairs and the Constitution"
"467",2135,358021,"3rd","M","Michael Russell","Q1929110",NA,"South of Scotland","Region","The Cabinet Secretary for Education and Lifelong Learning"
"468",2135,358021,"3rd","M","Michael Russell","Q1929110",NA,"South of Scotland","Region","The Minister for Culture and External Affairs"
"469",2140,138667,"3rd","M","Mike Rumbles","Q1436381","West Aberdeenshire and Kincardine","North East Scotland","Constituency",NA
"470",2154,58057,"3rd","M","Nicol Stephen","Q333630","Aberdeen South","North East Scotland","Constituency",NA
"471",2159,90901,"3rd","M","Paul Martin","Q2061163","Glasgow Springburn","Glasgow","Constituency",NA
"472",2159,90901,"3rd","M","Paul Martin","Q2061163","Glasgow Springburn","Glasgow","Constituency","The Party Business Convener"
"473",2167,158077,"3rd","M","Peter Peacock","Q2077496",NA,"Highlands and Islands","Region",NA
"474",2180,252089,"3rd","M","Richard Lochhead","Q1490268","Moray","Highlands and Islands","Constituency","The Cabinet Secretary for Rural Affairs and the Environment"
"475",2182,199978,"3rd","M","Richard Simpson","Q2150619",NA,"Mid Scotland and Fife","Region",NA
"476",2185,339604,"3rd","M","Robert Brown","Q2156625",NA,"Glasgow","Region",NA
"477",2188,114764,"3rd","M","Robin Harper","Q202002",NA,"Lothians","Region",NA
"478",2202,228986,"3rd","M","Ross Finnie","Q2167587",NA,"West of Scotland","Region",NA
"479",2215,319258,"3rd","M","Stewart Stevenson","Q559613","Banff and Buchan","North East Scotland","Constituency","The Minister for Transport, Infrastructure and Climate Change"
"480",2215,319258,"3rd","M","Stewart Stevenson","Q559613","Banff and Buchan","North East Scotland","Constituency",NA
"481",2215,319258,"3rd","M","Stewart Stevenson","Q559613","Banff and Buchan","North East Scotland","Constituency","."
"482",2223,119657,"3rd","M","Tavish Scott","Q1339371","Shetland","Highlands and Islands","Constituency",NA
"483",2228,44093,"3rd","M","Tom McCabe","Q7816757","Hamilton South","Central Scotland","Constituency",NA
"484",2234,185969,"3rd","M","Bill Aitken","Q861907",NA,"Glasgow","Region",NA
"485",2252,98315,"3rd","M","Mike Pringle","Q1933434","Edinburgh South","Lothians","Constituency",NA
"486",2345,126800,"3rd","M","John Scott","Q1701702","Ayr","South of Scotland","Constituency",NA
"487",2364,110340,"3rd","M","Bill Butler","Q861989","Glasgow Anniesland","Glasgow","Constituency",NA
"488",2394,209737,"3rd","M","Murdo Fraser","Q1953630",NA,"Mid Scotland and Fife","Region",NA
"489",2595,194277,"3rd","M","Gavin Brown","Q1496418",NA,"Lothians","Region",NA
"490",2596,182575,"3rd","M","Derek Brownlee","Q1200005",NA,"South of Scotland","Region",NA
"491",2603,162319,"3rd","M","Richard Baker","Q2149018",NA,"North East Scotland","Region",NA
"492",2610,63061,"3rd","M","John Wilson","Q1702190",NA,"Central Scotland","Region",NA
"493",2633,102117,"3rd","F","Claire Baker","Q744632",NA,"Mid Scotland and Fife","Region",NA
"494",2641,107227,"3rd","M","Alasdair Allan","Q559634","Western Isles","Highlands and Islands","Constituency",NA
"495",2651,113028,"3rd","M","Jim Tolson","Q1247554","Dunfermline West","Mid Scotland and Fife","Constituency",NA
