"","parl_id","syls","parly","gender","name","wikidataid","constituency","region","msp_type","office_held"
"872",5107,235094,"5th","M","Graeme Dey","Q1349075","Angus South","North East Scotland","Constituency","The Minister for Parliamentary Business and Veterans"
"873",5110,203639,"5th","M","John Mason","Q1700987","Glasgow Shettleston","Glasgow","Constituency",NA
"874",5119,227190,"5th","M","Alex Rowley","Q16191157",NA,"Mid Scotland and Fife","Region",NA
"875",5578,252559,"5th","F","Gillian Martin","Q24014282","Aberdeenshire East","North East Scotland","Constituency",NA
"876",5579,202069,"5th","M","Richard Leonard","Q24039896",NA,"Central Scotland","Region",NA
"877",5580,284837,"5th","F","Monica Lennon","Q24039899",NA,"Central Scotland","Region",NA
"878",5586,173818,"5th","M","Anas Sarwar","Q478812",NA,"Glasgow","Region",NA
"879",5587,76719,"5th","F","Mairi Evans","Q24014894","Angus North and Mearns","North East Scotland","Constituency",NA
"880",5587,76719,"5th","F","Mairi Evans","Q24014894","Angus North and Mearns","North East Scotland","Constituency","The Minister for Rural Affairs and the Natural Environment"
"881",5587,76719,"5th","F","Mairi Evans","Q24014894","Angus North and Mearns","North East Scotland","Constituency","The Minister for Public Health, Sport and Wellbeing"
"882",5591,113779,"5th","F","Gail Ross","Q23982037","Caithness, Sutherland and Ross","Highlands and Islands","Constituency",NA
"883",5591,113779,"5th","F","Gail Ross","Q23982037","Caithness, Sutherland and Ross","Highlands and Islands","Constituency","The Parliamentary Liaison Officer to the Office of the First Minister"
"884",5592,605105,"5th","F","Jeane Freeman","Q16250806","Carrick, Cumnock and Doon Valley","South Scotland","Constituency",NA
"885",5592,605105,"5th","F","Jeane Freeman","Q16250806","Carrick, Cumnock and Doon Valley","South Scotland","Constituency","The Minister for Social Security"
"886",5592,605105,"5th","F","Jeane Freeman","Q16250806","Carrick, Cumnock and Doon Valley","South Scotland","Constituency","The Cabinet Secretary for Health and Sport"
"887",5596,238640,"5th","M","Fulton MacGregor","Q24052668","Coatbridge and Chryston","Central Scotland","Constituency",NA
"888",5598,190417,"5th","F","Ruth Maguire","Q24034376","Cunninghame South","West Scotland","Constituency",NA
"889",5604,285268,"5th","M","Daniel Johnson","Q24052669","Edinburgh Southern","Lothian","Constituency",NA
"890",5605,170116,"5th","F","Ash Denham","Q24052667","Edinburgh Eastern","Lothian","Constituency",NA
"891",5605,170116,"5th","F","Ash Denham","Q24052667","Edinburgh Eastern","Lothian","Constituency","The Minister for Community Safety"
"892",5608,183612,"5th","M","Ben Macpherson","Q24052665","Edinburgh Northern and Leith","Lothian","Constituency",NA
"893",5608,183612,"5th","M","Ben Macpherson","Q24052665","Edinburgh Northern and Leith","Lothian","Constituency","The Parliamentary Liaison Officer to the Office of the First Minister"
"894",5608,183612,"5th","M","Ben Macpherson","Q24052665","Edinburgh Northern and Leith","Lothian","Constituency","The Minister for Europe, Migration and International Development"
"895",5608,183612,"5th","M","Ben Macpherson","Q24052665","Edinburgh Northern and Leith","Lothian","Constituency","The Minister for Public Finance and Migration"
"896",5608,183612,"5th","M","Ben Macpherson","Q24052665","Edinburgh Northern and Leith","Lothian","Constituency","The Minister for Rural Affairs and the Natural Environment"
"897",5612,184161,"5th","M","Ivan McKee","Q24052670","Glasgow Provan","Glasgow","Constituency",NA
"898",5612,184161,"5th","M","Ivan McKee","Q24052670","Glasgow Provan","Glasgow","Constituency","The Minister for Trade, Investment and Innovation"
"899",5612,184161,"5th","M","Ivan McKee","Q24052670","Glasgow Provan","Glasgow","Constituency","The Minister for Trade, Innovation and Public Finance"
"900",5613,162363,"5th","F","Jenny Gilruth","Q24026044","Mid Fife and Glenrothes","Mid Scotland and Fife","Constituency",NA
"901",5613,162363,"5th","F","Jenny Gilruth","Q24026044","Mid Fife and Glenrothes","Mid Scotland and Fife","Constituency","The Minister for Europe and International Development"
"902",5618,212095,"5th","F","Clare Haughey","Q24025938","Rutherglen","Glasgow","Constituency",NA
"903",5618,212095,"5th","F","Clare Haughey","Q24025938","Rutherglen","Glasgow","Constituency","The Minister for Mental Health"
"904",5621,273738,"5th","F","Kate Forbes","Q24039479","Skye, Lochaber and Badenoch","Highlands and Islands","Constituency",NA
"905",5621,273738,"5th","F","Kate Forbes","Q24039479","Skye, Lochaber and Badenoch","Highlands and Islands","Constituency","The Minister for Public Finance and Digital Economy"
"906",5621,273738,"5th","F","Kate Forbes","Q24039479","Skye, Lochaber and Badenoch","Highlands and Islands","Constituency","The Cabinet Secretary for Finance"
"907",5622,181342,"5th","F","Rona Mackay","Q24039795","Strathkelvin and Bearsden","West Scotland","Constituency",NA
"908",5638,310127,"5th","M","Colin Smyth","Q24036539",NA,"South Scotland","Region",NA
"909",5651,271078,"5th","M","Liam Kerr","Q24052676",NA,"North East Scotland","Region",NA
"910",5665,93795,"5th","M","Alexander Burnett","Q24034422","Aberdeenshire West","North East Scotland","Constituency",NA
"911",5669,211821,"5th","F","Maree Todd","Q24034387",NA,"Highlands and Islands","Region",NA
"912",5669,211821,"5th","F","Maree Todd","Q24034387",NA,"Highlands and Islands","Region","The Minister for Childcare and Early Years"
"913",5669,211821,"5th","F","Maree Todd","Q24034387",NA,"Highlands and Islands","Region","The Minister for Children and Young People"
"914",5677,248997,"5th","M","Donald Cameron","Q24052673",NA,"Highlands and Islands","Region",NA
"915",5679,114901,"5th","M","Peter Chapman","Q24052675",NA,"North East Scotland","Region",NA
"916",5695,233704,"5th","M","Andy Wightman","Q19667404",NA,"Lothian","Region",NA
"917",5698,301083,"5th","M","Jamie Greene","Q24039791",NA,"West Scotland","Region",NA
"918",5700,184340,"5th","M","Maurice Corry","Q24039805",NA,"West Scotland","Region",NA
"919",5709,130801,"5th","M","Oliver Mundell","Q24034308","Dumfriesshire","South Scotland","Constituency",NA
"920",5757,193113,"5th","M","Ross Greer","Q24034374",NA,"West Scotland","Region",NA
"921",5769,207943,"5th","F","Rachael Hamilton","Q24034267",NA,"South Scotland","Region",NA
"922",5769,207943,"5th","F","Rachael Hamilton","Q24034267","Ettrick, Roxburgh and Berwickshire","South Scotland","Constituency",NA
"923",5771,243000,"5th","F","Emma Harper","Q24034416",NA,"South Scotland","Region",NA
"924",5781,111663,"5th","F","Alison Harris","Q24039903",NA,"Central Scotland","Region",NA
"925",5782,147889,"5th","M","Finlay Carson","Q24034357","Galloway and West Dumfries","South Scotland","Constituency",NA
"926",5783,224460,"5th","M","Adam Tomkins","Q4679900",NA,"Glasgow","Region",NA
"927",5788,197379,"5th","F","Annie Wells","Q24052671",NA,"Glasgow","Region",NA
"928",5793,291780,"5th","M","Brian Whittle","Q514743",NA,"South Scotland","Region",NA
"929",5797,150462,"5th","F","Michelle Ballantyne","Q30026790",NA,"South Scotland","Region",NA
"930",5800,183272,"5th","M","Jamie Halcro Johnston","Q30260625",NA,"Highlands and Islands","Region",NA
"931",5809,192897,"5th","M","Dean Lockhart","Q24052679",NA,"Mid Scotland and Fife","Region",NA
"932",5815,331608,"5th","M","Alex Cole-Hamilton","Q24045406","Edinburgh Western","Lothian","Constituency",NA
"933",5866,193317,"5th","M","Alexander Stewart","Q24052680",NA,"Mid Scotland and Fife","Region",NA
"934",5868,170180,"5th","M","Tom Arthur","Q24039804","Renfrewshire South","West Scotland","Constituency",NA
"935",5877,149486,"5th","M","Jeremy Balfour","Q24052677",NA,"Lothian","Region",NA
"936",5929,55641,"5th","M","Tom Mason","Q30263201",NA,"North East Scotland","Region",NA
"937",6090,68843,"5th","M","Bill Bowman","Q28020296",NA,"North East Scotland","Region",NA
"938",15631,41941,"5th","F","Beatrice Wishart","Q66825436","Shetland Islands","Highlands and Islands","Constituency",NA
